ID,DLC,DATA,TIMESTAMP,Release Time,Period,Jitter
0XA1,2,30 80,191.3976,191.39745784966678,5,0.0
0XA4,2,cc 00,192.1976,192.19704686403955,5,0.0
0XA5,1,20,192.3031,192.30278576353226,5,0.0
0XB2,1,25,193.1016,193.10147569319332,10,0.0
0XA0,1,d7,193.4446,193.44421851525047,5,0.0
0XA3,1,85,193.6536,193.6530992777164,5,0.0
0XB4,2,aa 7c,196.1191,196.11897084814146,10,0.0
0XA1,2,30 80,196.3976,196.39745784966678,5,0.0
0XA4,2,cc 00,197.1976,197.19704686403955,5,0.0
0XA5,1,20,197.3031,197.30278576353226,5,0.0
0XA0,1,d7,198.4446,198.44421851525047,5,0.0
0XA3,1,85,198.6536,198.6530992777164,5,0.0
0XB0,6,f8 cf 9b f4 b7 6f,200.4052,200.40484378180778,10,0.0
0XB3,2,07 2f,200.6231,200.62279588021545,10,0.0
0XA1,2,30 80,201.3976,201.39745784966678,5,0.0
0XC5,1,71,201.9111,201.9106709150239,100,0.0
0XA4,2,cc 00,202.1976,202.19704686403955,5,0.0
0XA5,1,20,202.3031,202.30278576353226,5,0.0
0XB2,1,25,203.1016,203.10147569319332,10,0.0
0XA0,1,d7,203.4446,203.44421851525047,5,0.0
0XA3,1,85,203.6536,203.6530992777164,5,0.0
0XB4,2,aa 7c,206.1191,206.11897084814146,10,0.0
0XA1,2,30 80,206.3976,206.39745784966678,5,0.0
0XA4,2,cc 00,207.1976,207.19704686403955,5,0.0
0XA5,1,20,207.3031,207.30278576353226,5,0.0
0XA0,1,d7,208.4446,208.44421851525047,5,0.0
0XA3,1,85,208.6536,208.6530992777164,5,0.0
0XC2,4,a9 f1 33 b5,208.9887,208.98838287967993,100,0.0
0XC1,1,4b,209.8731,209.87259201033012,100,0.0
0XB0,6,f8 cf 9b f4 b7 6f,210.4052,210.40484378180778,10,0.0
0XB3,2,07 2f,210.6231,210.62279588021545,10,0.0
0XA1,2,30 80,211.3976,211.39745784966678,5,0.0
0XA4,2,cc 00,212.1976,212.19704686403955,5,0.0
0XA5,1,20,212.3031,212.30278576353226,5,0.0
0XB2,1,25,213.1016,213.10147569319332,10,0.0
0XA0,1,d7,213.4446,213.44421851525047,5,0.0
0XA3,1,85,213.6536,213.6530992777164,5,0.0
0XB4,2,aa 7c,216.1191,216.11897084814146,10,0.0
0XA1,2,30 80,216.3976,216.39745784966678,5,0.0
0XA4,2,cc 00,217.1976,217.19704686403955,5,0.0
0XA5,1,20,217.3031,217.30278576353226,5,0.0
0XA0,1,d7,218.4446,218.44421851525047,5,0.0
0XA3,1,85,218.6536,218.6530992777164,5,0.0
0XB0,6,f8 cf 9b f4 b7 6f,220.4052,220.40484378180778,10,0.0
0XB3,2,07 2f,220.6231,220.62279588021545,10,0.0
0XA1,2,30 80,221.3976,221.39745784966678,5,0.0
0XA4,2,cc 00,222.1976,222.19704686403955,5,0.0
0XA5,1,20,222.3031,222.30278576353226,5,0.0
0XB2,1,25,223.1016,223.10147569319332,10,0.0
0XA0,1,d7,223.4446,223.44421851525047,5,0.0
0XA3,1,85,223.6536,223.6530992777164,5,0.0
0XB4,2,aa 7c,226.1191,226.11897084814146,10,0.0
0XA1,2,30 80,226.3976,226.39745784966678,5,0.0
0XA4,2,cc 00,227.1976,227.19704686403955,5,0.0
0XA5,1,20,227.3031,227.30278576353226,5,0.0
0XA0,1,d7,228.4446,228.44421851525047,5,0.0
0XA3,1,85,228.6536,228.6530992777164,5,0.0
0XB0,6,f8 cf 9b f4 b7 6f,230.4052,230.40484378180778,10,0.0
0XB3,2,07 2f,230.6231,230.62279588021545,10,0.0
0XA1,2,30 80,231.3976,231.39745784966678,5,0.0
0XA4,2,cc 00,232.1976,232.19704686403955,5,0.0
0XA5,1,20,232.3031,232.30278576353226,5,0.0
0XB2,1,25,233.1016,233.10147569319332,10,0.0
0XA0,1,d7,233.4446,233.44421851525047,5,0.0
0XA3,1,85,233.6536,233.6530992777164,5,0.0
0XB4,2,aa 7c,236.1191,236.11897084814146,10,0.0
0XA1,2,30 80,236.3976,236.39745784966678,5,0.0
0XA4,2,cc 00,237.1976,237.19704686403955,5,0.0
0XA5,1,20,237.3031,237.30278576353226,5,0.0
0XA0,1,d7,238.4446,238.44421851525047,5,0.0
0XA3,1,85,238.6536,238.6530992777164,5,0.0
0XB0,6,f8 cf 9b f4 b7 6f,240.4052,240.40484378180778,10,0.0
0XB3,2,07 2f,240.6231,240.62279588021545,10,0.0
0XA1,2,30 80,241.3976,241.39745784966678,5,0.0
0XA4,2,cc 00,242.1976,242.19704686403955,5,0.0
0XA5,1,20,242.3031,242.30278576353226,5,0.0
0XB2,1,25,243.1016,243.10147569319332,10,0.0
0XA0,1,d7,243.4446,243.44421851525047,5,0.0
0XA3,1,85,243.6536,243.6530992777164,5,0.0
0XB4,2,aa 7c,246.1191,246.11897084814146,10,0.0
0XA1,2,30 80,246.3976,246.39745784966678,5,0.0
0XA4,2,cc 00,247.1976,247.19704686403955,5,0.0
0XA5,1,20,247.3031,247.30278576353226,5,0.0
0XA0,1,d7,248.4446,248.44421851525047,5,0.0
0XA3,1,85,248.6536,248.6530992777164,5,0.0
0XB0,6,f8 cf 9b f4 b7 6f,250.4052,250.40484378180778,10,0.0
0XB3,2,07 2f,250.6231,250.62279588021545,10,0.0
0XA1,2,30 80,251.3976,251.39745784966678,5,0.0
0XA4,2,cc 00,252.1976,252.19704686403955,5,0.0
0XA5,1,20,252.3031,252.30278576353226,5,0.0
0XB2,1,25,253.1016,253.10147569319332,10,0.0
0XA0,1,d7,253.4446,253.44421851525047,5,0.0
0XA3,1,85,253.6536,253.6530992777164,5,0.0
0XB4,2,aa 7c,256.1191,256.11897084814143,10,0.0
0XA1,2,30 80,256.3976,256.3974578496668,5,0.0
0XA4,2,cc 00,257.1976,257.1970468640395,5,0.0
0XA5,1,20,257.3031,257.30278576353226,5,0.0
0XA0,1,d7,258.4446,258.4442185152505,5,0.0
0XA3,1,85,258.6536,258.6530992777164,5,0.0
0XB0,6,f8 cf 9b f4 b7 6f,260.4052,260.40484378180776,10,0.0
0XB3,2,07 2f,260.6231,260.62279588021545,10,0.0
0XA1,2,30 80,261.3976,261.3974578496668,5,0.0
0XA4,2,cc 00,262.1976,262.1970468640395,5,0.0
0XA5,1,20,262.3031,262.30278576353226,5,0.0
0XB2,1,25,263.1016,263.1014756931933,10,0.0
0XA0,1,d7,263.4446,263.4442185152505,5,0.0
0XA3,1,85,263.6536,263.6530992777164,5,0.0
0XB4,2,aa 7c,266.1191,266.11897084814143,10,0.0
0XA1,2,30 80,266.3976,266.3974578496668,5,0.0
0XA4,2,cc 00,267.1976,267.1970468640395,5,0.0
0XA5,1,20,267.3031,267.30278576353226,5,0.0
0XA0,1,d7,268.4446,268.4442185152505,5,0.0
0XA3,1,85,268.6536,268.6530992777164,5,0.0
0XB0,6,f8 cf 9b f4 b7 6f,270.4052,270.40484378180776,10,0.0
0XB3,2,07 2f,270.6231,270.62279588021545,10,0.0
0XA1,2,30 80,271.3976,271.3974578496668,5,0.0
0XA4,2,cc 00,272.1976,272.1970468640395,5,0.0
0XA5,1,20,272.3031,272.30278576353226,5,0.0
0XB2,1,25,273.1016,273.1014756931933,10,0.0
0XA0,1,d7,273.4446,273.4442185152505,5,0.0
0XA3,1,85,273.6536,273.6530992777164,5,0.0
0XB4,2,aa 7c,276.1191,276.11897084814143,10,0.0
0XA1,2,30 80,276.3976,276.3974578496668,5,0.0
0XA4,2,cc 00,277.1976,277.1970468640395,5,0.0
0XA5,1,20,277.3031,277.30278576353226,5,0.0
0XA0,1,d7,278.4446,278.4442185152505,5,0.0
0XA3,1,85,278.6536,278.6530992777164,5,0.0
0XB0,6,f8 cf 9b f4 b7 6f,280.4052,280.40484378180776,10,0.0
0XB3,2,07 2f,280.6231,280.62279588021545,10,0.0
0XA1,2,30 80,281.3976,281.3974578496668,5,0.0
0XA4,2,cc 00,282.1976,282.1970468640395,5,0.0
0XA5,1,20,282.3031,282.30278576353226,5,0.0
0XB2,1,25,283.1016,283.1014756931933,10,0.0
0XA0,1,d7,283.4446,283.4442185152505,5,0.0
0XA3,1,85,283.6536,283.6530992777164,5,0.0
0XB4,2,aa 7c,286.1191,286.11897084814143,10,0.0
0XA1,2,30 80,286.3976,286.3974578496668,5,0.0
0XA4,2,cc 00,287.1976,287.1970468640395,5,0.0
0XA5,1,20,287.3031,287.30278576353226,5,0.0
0XA0,1,d7,288.4446,288.4442185152505,5,0.0
0XA3,1,85,288.6536,288.6530992777164,5,0.0
0XB0,6,f8 cf 9b f4 b7 6f,290.4052,290.40484378180776,10,0.0
0XB3,2,07 2f,290.6231,290.62279588021545,10,0.0
0XA1,2,30 80,291.3976,291.3974578496668,5,0.0
0XA4,2,cc 00,292.1976,292.1970468640395,5,0.0
0XA5,1,20,292.3031,292.30278576353226,5,0.0
0XB2,1,25,293.1016,293.1014756931933,10,0.0
0XA0,1,d7,293.4446,293.4442185152505,5,0.0
0XA3,1,85,293.6536,293.6530992777164,5,0.0
0XB4,2,aa 7c,296.1191,296.11897084814143,10,0.0
0XA1,2,30 80,296.3976,296.3974578496668,5,0.0
0XA4,2,cc 00,297.1976,297.1970468640395,5,0.0
0XA5,1,20,297.3031,297.30278576353226,5,0.0
0XA0,1,d7,298.4446,298.4442185152505,5,0.0
0XA3,1,85,298.6536,298.6530992777164,5,0.0
0XB0,6,f8 cf 9b f4 b7 6f,300.4052,300.40484378180776,10,0.0
0XB3,2,07 2f,300.6231,300.62279588021545,10,0.0
0XA1,2,30 80,301.3976,301.3974578496668,5,0.0
0XC5,1,71,301.9111,301.9106709150239,100,0.0
0XA4,2,cc 00,302.1976,302.1970468640395,5,0.0
0XA5,1,20,302.3031,302.30278576353226,5,0.0
0XB2,1,25,303.1016,303.1014756931933,10,0.0
0XA0,1,d7,303.4446,303.4442185152505,5,0.0
0XA3,1,85,303.6536,303.6530992777164,5,0.0
0XB4,2,aa 7c,306.1191,306.11897084814143,10,0.0
0XA1,2,30 80,306.3976,306.3974578496668,5,0.0
0XA4,2,cc 00,307.1976,307.1970468640395,5,0.0
0XA5,1,20,307.3031,307.30278576353226,5,0.0
0XA0,1,d7,308.4446,308.4442185152505,5,0.0
